,Mode_of_Shipment,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Target
2235,1.0,0.2,0.383177570093458,0.16666666666666669,0.5833333333333333,0.043243243243243246,1
1772,0.5,0.6000000000000001,0.5046728971962616,0.0,0.6499999999999999,0.17238860482103727,1
4342,1.0,0.6000000000000001,0.6682242990654205,0.0,0.06666666666666667,0.6951059167275383,1
170,1.0,0.4,0.4158878504672897,0.16666666666666669,0.15,0.1843681519357195,1
8889,0.5,0.8,0.9439252336448597,0.3333333333333333,0.11666666666666667,0.06369612856099341,1
8655,1.0,1.0,0.6962616822429907,0.3333333333333333,0.05,0.09525200876552228,1
1035,1.0,0.2,0.7336448598130841,0.0,0.26666666666666666,0.17589481373265156,1
9187,0.0,0.6000000000000001,0.8271028037383178,0.49999999999999994,0.05,0.08707085463842221,1
6420,0.5,0.4,0.397196261682243,0.16666666666666669,0.0,0.6295105916727538,0
8709,1.0,0.2,0.6915887850467289,0.0,0.13333333333333333,0.4588750913075238,0
5865,0.5,0.4,0.7616822429906541,0.16666666666666669,0.05,0.6344777209642074,1
8908,0.0,0.8,0.9065420560747662,0.3333333333333333,0.0,0.01607012417823228,0
4545,1.0,1.0,0.7196261682242991,0.49999999999999994,0.11666666666666667,0.11322132943754562,0
7676,0.0,1.0,0.7990654205607476,0.3333333333333333,0.13333333333333333,0.05507669831994155,1
10632,1.0,0.0,0.8271028037383178,0.3333333333333333,0.03333333333333334,0.595763330898466,0
1998,1.0,0.4,0.33644859813084116,0.16666666666666669,0.5666666666666667,0.06325785244704163,1
1880,1.0,0.2,0.7990654205607476,0.16666666666666669,0.8999999999999999,0.2807888970051132,1
10358,1.0,0.4,0.7897196261682243,0.16666666666666669,0.05,0.4745069393718042,0
6649,1.0,0.2,0.2757009345794392,0.0,0.06666666666666667,0.6685171658144631,0
2593,0.5,0.2,0.20560747663551404,0.16666666666666669,0.6833333333333332,0.06778670562454345,1
2778,1.0,0.6000000000000001,0.602803738317757,0.8333333333333333,0.26666666666666666,0.3674214755295836,1
8328,1.0,0.4,0.616822429906542,0.49999999999999994,0.08333333333333334,0.10474799123447773,0
3841,0.0,0.2,0.31775700934579443,0.16666666666666669,0.016666666666666666,0.6555149744338934,0
4587,1.0,0.4,0.2289719626168224,0.16666666666666669,0.03333333333333334,0.6745069393718043,1
10988,1.0,0.4,0.44859813084112143,0.3333333333333333,0.016666666666666666,0.12111029948867788,0
5811,1.0,0.6000000000000001,0.883177570093458,0.0,0.016666666666666666,0.5119065010956902,1
8497,0.0,0.2,0.7850467289719626,0.3333333333333333,0.0,0.5662527392257122,0
4307,1.0,0.4,0.18224299065420557,0.16666666666666669,0.08333333333333334,0.623082542001461,1
8879,0.5,0.6000000000000001,0.6682242990654205,0.49999999999999994,0.08333333333333334,0.04514243973703433,1
10352,1.0,0.2,0.5514018691588785,0.0,0.13333333333333333,0.5129291453615777,0
8736,1.0,0.4,0.6214953271028038,0.0,0.13333333333333333,0.6823959094229365,1
8579,1.0,0.6000000000000001,0.397196261682243,0.16666666666666669,0.03333333333333334,0.6014609203798393,0
7885,1.0,0.4,0.2009345794392523,0.16666666666666669,0.1,0.6305332359386413,0
1875,1.0,0.4,0.7336448598130841,0.16666666666666669,0.95,0.3060628195763331,1
1745,1.0,0.4,0.23831775700934577,0.0,0.26666666666666666,0.008181154127100077,1
8472,0.5,0.2,0.6121495327102803,0.16666666666666669,0.03333333333333334,0.6783053323593864,0
6472,1.0,0.2,0.8130841121495326,0.16666666666666669,0.1,0.6539079620160702,1
6381,1.0,0.4,0.8177570093457943,0.0,0.13333333333333333,0.5794010226442659,1
2607,0.0,0.2,0.5700934579439253,0.16666666666666669,0.85,0.16771365960555148,1
9157,0.5,0.8,0.8925233644859812,0.3333333333333333,0.15,0.11833455076698321,1
8894,0.5,0.6000000000000001,0.7336448598130841,0.49999999999999994,0.05,0.07027027027027027,0
10947,0.5,0.4,0.6355140186915887,0.49999999999999994,0.13333333333333333,0.021037253469685907,0
6482,1.0,0.2,0.37850467289719625,0.16666666666666669,0.11666666666666667,0.5850986121256392,1
1497,0.5,0.2,0.39252336448598135,0.0,0.8666666666666666,0.12447041636230824,1
8633,0.0,0.6000000000000001,0.6495327102803737,0.49999999999999994,0.15,0.13425858290723156,0
9220,1.0,0.6000000000000001,0.28037383177570097,0.16666666666666669,0.08333333333333334,0.6179693206720234,1
9681,1.0,0.4,0.6355140186915887,0.49999999999999994,0.13333333333333333,0.12490869247626005,0
6104,1.0,0.6000000000000001,0.35046728971962615,0.6666666666666667,0.06666666666666667,0.7275383491599707,1
7668,0.0,0.6000000000000001,0.8084112149532711,0.49999999999999994,0.03333333333333334,0.0972972972972973,1
7598,1.0,0.2,0.3878504672897196,0.0,0.016666666666666666,0.45054784514243973,0
914,1.0,0.2,0.7429906542056074,0.0,0.6833333333333332,0.35909422936449964,1
8967,1.0,0.4,0.663551401869159,0.3333333333333333,0.15,0.5637691745799854,0
9516,1.0,0.4,0.3411214953271028,0.3333333333333333,0.11666666666666667,0.656245434623813,0
7465,1.0,0.4,0.6495327102803737,0.49999999999999994,0.13333333333333333,0.11979547114682251,1
273,0.0,0.0,0.40654205607476634,0.0,0.85,0.32111029948867786,1
8986,1.0,0.4,0.23364485981308414,0.16666666666666669,0.15,0.6385682980277575,0
506,1.0,0.4,0.2757009345794392,0.16666666666666669,0.5666666666666667,0.061358655953250546,1
2158,1.0,0.4,0.2850467289719626,0.0,0.23333333333333334,0.10562454346238129,1
1597,1.0,0.0,0.042056074766355145,0.0,0.8833333333333333,0.10314097881665449,1
9755,1.0,0.6000000000000001,0.3691588785046729,0.16666666666666669,0.1,0.5910883856829803,1
1452,1.0,0.4,0.21962616822429903,0.16666666666666669,0.7833333333333333,0.13455076698319943,1
4785,0.5,0.2,0.5373831775700935,0.16666666666666669,0.0,0.6052593133674214,0
3470,1.0,0.0,0.05140186915887851,0.16666666666666669,0.016666666666666666,0.5627465303140978,0
1471,1.0,0.6000000000000001,0.6869158878504672,0.0,0.05,0.3915266617969321,1
8862,1.0,0.4,0.6682242990654205,0.49999999999999994,0.08333333333333334,0.048940832724616495,0
4482,1.0,0.6000000000000001,0.35046728971962615,0.49999999999999994,0.0,0.693644996347699,0
9960,1.0,0.8,0.7383177570093459,0.3333333333333333,0.15,0.03155588020452885,0
10665,0.5,0.6000000000000001,0.677570093457944,0.49999999999999994,0.0,0.021183345507669843,0
5187,0.5,0.6000000000000001,0.7523364485981309,0.3333333333333333,0.15,0.6105186267348429,1
3020,0.0,0.2,0.7336448598130841,0.3333333333333333,0.9333333333333332,0.21738495252008763,1
10377,1.0,0.4,0.32242990654205606,0.0,0.016666666666666666,0.6149013878743609,0
8657,1.0,0.4,0.7289719626168224,0.49999999999999994,0.016666666666666666,0.1452154857560263,1
3107,1.0,0.2,0.5467289719626168,0.0,0.6333333333333333,0.2711468224981738,1
5593,0.5,0.2,0.39252336448598135,0.0,0.15,0.44163623082542003,0
2429,1.0,0.2,0.21962616822429903,0.16666666666666669,0.95,0.11453615777940104,1
6942,1.0,0.6000000000000001,0.4158878504672897,0.16666666666666669,0.15,0.4898466033601169,0
5460,0.5,1.0,0.8644859813084113,0.3333333333333333,0.05,0.0699780861943024,0
4017,1.0,0.4,0.2570093457943925,0.16666666666666669,0.11666666666666667,0.49510591672753834,1
8612,0.5,0.6000000000000001,0.6822429906542057,0.49999999999999994,0.13333333333333333,0.11190650109569025,0
10828,0.0,0.2,0.44859813084112143,0.16666666666666669,0.05,0.4876552227903579,1
2187,0.0,0.4,0.2757009345794392,0.0,0.6666666666666666,0.05346968590211834,1
3957,0.5,0.2,0.7196261682242991,0.16666666666666669,0.06666666666666667,0.5294375456537619,0
964,0.0,0.8,0.911214953271028,0.49999999999999994,0.8666666666666666,0.09948867786705623,1
7010,1.0,0.2,0.7149532710280374,0.16666666666666669,0.15,0.6111029948867787,0
2398,1.0,0.8,0.46261682242990654,0.0,0.3333333333333333,0.4189919649379109,1
9676,1.0,0.8,0.7616822429906541,0.3333333333333333,0.06666666666666667,0.112490869247626,1
1026,1.0,0.2,0.19626168224299068,0.49999999999999994,0.11666666666666667,0.050840029218407606,1
8047,1.0,0.8,0.9579439252336449,0.49999999999999994,0.11666666666666667,0.064572680788897,0
5349,0.0,0.4,0.7383177570093459,0.0,0.15,0.4717311906501096,1
6309,0.0,0.6000000000000001,0.7242990654205607,0.6666666666666667,0.05,0.011102994886778683,0
3401,0.5,0.4,0.3317757009345794,0.0,0.1,0.48035062089116143,1
1070,0.5,0.2,0.7196261682242991,0.0,0.9999999999999999,0.32227903579254924,1
7434,1.0,0.6000000000000001,0.35046728971962615,0.0,0.13333333333333333,0.6210372534696859,0
3427,0.0,0.4,0.2429906542056075,0.49999999999999994,0.08333333333333334,0.5552958363769175,0
2525,1.0,0.4,0.28037383177570097,0.16666666666666669,0.6333333333333333,0.07041636230825418,1
1317,1.0,0.4,0.0700934579439253,0.6666666666666667,0.11666666666666667,0.021037253469685907,1
2637,1.0,0.2,0.7383177570093459,0.3333333333333333,0.5333333333333333,0.2251278305332359,1
7335,1.0,0.2,0.5560747663551401,0.0,0.13333333333333333,0.5754565376186997,0
992,1.0,0.4,0.1869158878504673,0.16666666666666669,0.13333333333333333,0.07991234477720963,1
3192,1.0,0.4,0.8271028037383178,0.16666666666666669,0.016666666666666666,0.4927684441197955,0
48,1.0,0.6000000000000001,0.4392523364485982,0.0,0.13333333333333333,0.402045288531775,1
1752,1.0,0.2,0.44859813084112143,0.16666666666666669,0.5666666666666667,0.18363769174579983,1
5542,1.0,0.2,0.2149532710280374,0.0,0.1,0.6347699050401753,0
1615,1.0,0.4,0.47663551401869153,0.0,0.8333333333333333,0.26574141709276844,1
9721,0.5,0.2,0.3878504672897196,0.0,0.06666666666666667,0.5669831994156318,1
381,1.0,0.6000000000000001,0.48130841121495327,0.3333333333333333,0.9666666666666666,0.2752373995617239,1
9615,1.0,0.2,0.47663551401869153,0.3333333333333333,0.03333333333333334,0.46325785244704165,1
7295,1.0,0.4,0.7289719626168224,0.0,0.08333333333333334,0.623082542001461,1
10349,1.0,0.4,0.4158878504672897,0.16666666666666669,0.016666666666666666,0.6262965668371073,1
7627,1.0,0.6000000000000001,0.5934579439252335,0.16666666666666669,0.06666666666666667,0.4926223520818115,1
6492,1.0,0.8,0.9532710280373832,0.49999999999999994,0.15,0.11482834185536886,0
593,1.0,0.2,0.4859813084112149,0.0,0.7499999999999999,0.31745799853907963,1
6687,0.5,0.6000000000000001,0.5841121495327103,0.49999999999999994,0.08333333333333334,0.5928414901387874,0
1750,1.0,0.2,0.2149532710280374,0.3333333333333333,0.05,0.08502556610664719,1
6015,0.5,0.4,0.6121495327102803,0.49999999999999994,0.1,0.05157048940832723,1
5461,0.5,0.8,0.7476635514018691,0.3333333333333333,0.016666666666666666,0.10971512052593133,1
7809,0.0,0.2,0.6261682242990655,0.16666666666666669,0.05,0.6118334550766983,1
5966,1.0,0.4,0.8130841121495326,0.49999999999999994,0.0,0.027173119065010964,1
6095,1.0,0.8,0.46261682242990654,0.49999999999999994,0.15,0.47100073046019,0
10980,1.0,0.4,0.7710280373831776,0.49999999999999994,0.05,0.09466764061358657,1
3102,1.0,0.2,0.6121495327102803,0.0,0.38333333333333336,0.2553688823959094,1
9133,1.0,0.6000000000000001,0.8130841121495326,0.49999999999999994,0.15,0.057852447041636224,0
9618,1.0,0.6000000000000001,0.44859813084112143,0.8333333333333333,0.15,0.7268078889700511,0
8281,1.0,0.4,0.7476635514018691,0.3333333333333333,0.11666666666666667,0.6198685171658145,1
2791,1.0,0.6000000000000001,0.4532710280373832,0.16666666666666669,0.8999999999999999,0.25668371073776475,1
1534,1.0,0.2,0.3411214953271028,0.0,0.31666666666666665,0.0029218407596786067,1
8038,1.0,1.0,0.9579439252336449,0.3333333333333333,0.0,0.14097881665449233,1
8680,1.0,0.6000000000000001,0.19158878504672894,0.0,0.13333333333333333,0.522863403944485,1
3216,1.0,0.2,0.2710280373831776,0.0,0.06666666666666667,0.6915997078159241,1
6500,1.0,0.8,0.7242990654205607,0.3333333333333333,0.03333333333333334,0.09627465303140978,0
7066,1.0,0.2,0.5327102803738317,0.16666666666666669,0.05,0.6840029218407596,0
5201,0.0,0.2,0.3738317757009346,0.16666666666666669,0.06666666666666667,0.6303871439006574,1
1006,1.0,0.2,0.4158878504672897,0.0,0.6833333333333332,0.2632578524470416,1
4912,0.5,0.4,0.4532710280373832,0.0,0.08333333333333334,0.5630387143900657,1
6286,0.5,1.0,0.7850467289719626,0.3333333333333333,0.08333333333333334,0.10036523009495982,0
1050,1.0,0.2,0.17757009345794394,0.3333333333333333,0.8666666666666666,0.12943754565376184,1
857,1.0,0.6000000000000001,0.6682242990654205,0.49999999999999994,0.38333333333333336,0.21490138787436083,1
10844,1.0,0.6000000000000001,0.25233644859813087,0.16666666666666669,0.1,0.7273922571219869,0
1149,1.0,0.4,0.4532710280373832,0.0,0.7833333333333333,0.20014609203798392,1
4740,1.0,0.2,0.22429906542056077,0.16666666666666669,0.08333333333333334,0.4619430241051863,0
7003,0.0,0.2,0.5233644859813084,0.16666666666666669,0.0,0.5554419284149014,0
1312,1.0,0.0,0.2009345794392523,0.16666666666666669,0.36666666666666664,0.041197954711468227,1
1861,1.0,0.6000000000000001,0.7476635514018691,0.8333333333333333,0.8166666666666667,0.4143170197224252,1
4493,1.0,0.6000000000000001,0.5747663551401868,0.3333333333333333,0.1,0.5531044558071585,1
2102,1.0,0.2,0.31775700934579443,0.16666666666666669,0.9999999999999999,0.0689554419284149,1
1432,1.0,1.0,0.6214953271028038,0.16666666666666669,0.7,0.11570489408327247,1
3392,1.0,0.4,0.9345794392523364,0.0,0.13333333333333333,0.0762600438276114,1
4872,1.0,0.8,0.19626168224299068,0.16666666666666669,0.05,0.47100073046019,0
6961,0.5,0.6000000000000001,0.8317757009345793,0.0,0.06666666666666667,0.4606281957633309,0
4868,1.0,0.4,0.8598130841121495,0.6666666666666667,0.11666666666666667,0.5148283418553689,0
3423,0.0,0.2,0.5467289719626168,0.16666666666666669,0.05,0.6544923301680058,1
1850,1.0,0.2,0.5,0.16666666666666669,0.2833333333333333,0.3105916727538349,1
6704,0.5,0.6000000000000001,0.6261682242990655,0.16666666666666669,0.05,0.5716581446311176,1
9964,1.0,0.8,0.43457943925233644,0.0,0.016666666666666666,0.12213294375456538,0
2993,0.5,0.4,0.49065420560747663,0.3333333333333333,0.7499999999999999,0.36479181884587286,1
8106,1.0,0.4,0.7009345794392524,0.16666666666666669,0.06666666666666667,0.4942293644996347,0
5421,1.0,0.8,0.23831775700934577,0.16666666666666669,0.06666666666666667,0.4398831263696129,0
4745,1.0,0.2,0.22429906542056077,0.16666666666666669,0.0,0.629072315558802,0
3602,1.0,0.2,0.24766355140186913,0.16666666666666669,0.1,0.44528853177501826,1
7521,0.5,0.0,0.7056074766355139,0.16666666666666669,0.13333333333333333,0.4796201607012418,1
10937,0.5,0.6000000000000001,0.6214953271028038,0.49999999999999994,0.15,0.1387874360847334,0
1480,0.5,0.4,0.6074766355140188,0.16666666666666669,0.45,0.17677136596055512,1
2768,1.0,0.4,0.35046728971962615,0.16666666666666669,0.5499999999999999,0.051278305332359386,1
7522,0.5,0.4,0.5467289719626168,0.16666666666666669,0.1,0.7225712198685171,0
4398,0.0,0.2,0.5,0.16666666666666669,0.1,0.5808619430241052,1
2154,1.0,0.2,0.5373831775700935,0.3333333333333333,0.35,0.28356464572680784,1
6172,0.0,0.6000000000000001,0.602803738317757,0.16666666666666669,0.11666666666666667,0.5168736303871438,0
8488,0.5,0.2,0.1728971962616822,0.0,0.11666666666666667,0.47333820306793284,0
8196,0.5,0.4,0.46261682242990654,0.16666666666666669,0.08333333333333334,0.6986121256391526,0
6154,0.5,0.2,0.2429906542056075,0.16666666666666669,0.1,0.6842951059167275,0
3578,0.0,0.2,0.3411214953271028,0.0,0.15,0.443681519357195,1
788,1.0,0.6000000000000001,0.17757009345794394,0.0,0.31666666666666665,0.08005843681519356,1
3113,1.0,0.0,0.2570093457943925,0.16666666666666669,0.5499999999999999,0.09510591672753835,1
3506,1.0,0.4,0.44859813084112143,0.16666666666666669,0.15,0.4506939371804237,1
3863,1.0,0.0,0.21962616822429903,0.6666666666666667,0.0,0.6593133674214755,0
3619,1.0,0.2,0.5327102803738317,0.0,0.13333333333333333,0.522863403944485,0
7977,1.0,0.4,0.26635514018691586,0.8333333333333333,0.05,0.6953981008035062,1
5182,0.5,0.4,0.37850467289719625,0.0,0.1,0.6717311906501096,1
2487,1.0,0.6000000000000001,0.16822429906542058,0.0,0.11666666666666667,0.09700511322132943,1
3952,0.5,0.2,0.7383177570093459,0.3333333333333333,0.13333333333333333,0.5215485756026297,0
1794,0.0,0.0,0.14953271028037385,0.0,0.26666666666666666,0.12023374726077427,1
9483,1.0,0.2,0.677570093457944,0.16666666666666669,0.13333333333333333,0.48210372534696855,0
8845,1.0,0.2,0.3738317757009346,0.0,0.11666666666666667,0.6714390065741417,1
654,1.0,0.4,0.7149532710280374,0.0,0.05,0.25186267348429514,1
1903,0.5,0.0,0.9345794392523364,0.49999999999999994,0.4666666666666667,0.09452154857560263,1
6144,0.5,0.6000000000000001,0.3037383177570093,0.16666666666666669,0.0,0.5067932797662528,1
4231,0.5,0.4,0.4579439252336448,0.0,0.0,0.6280496712929146,1
840,1.0,0.2,0.6355140186915887,0.16666666666666669,0.13333333333333333,0.2859021183345507,1
4613,1.0,0.2,0.2149532710280374,0.0,0.1,0.450109569028488,0
10024,1.0,0.6000000000000001,0.7570093457943924,0.16666666666666669,0.1,0.506208911614317,1
4349,1.0,0.6000000000000001,0.6588785046728972,0.16666666666666669,0.13333333333333333,0.6428049671292915,0
210,1.0,0.0,0.14485981308411222,0.16666666666666669,0.23333333333333334,0.07611395178962746,1
7968,1.0,0.4,0.3411214953271028,0.3333333333333333,0.08333333333333334,0.46924762600438275,0
7057,1.0,0.4,0.7009345794392524,0.0,0.03333333333333334,0.6872169466764061,0
5334,0.5,0.6000000000000001,0.0700934579439253,0.3333333333333333,0.11666666666666667,0.5221329437545654,0
2671,1.0,0.4,0.6401869158878505,0.0,0.7666666666666666,0.3805697589481374,1
884,1.0,0.0,0.3037383177570093,0.0,0.0,0.09364499634769904,1
8122,1.0,0.8,0.2757009345794392,0.0,0.0,0.4647187728268809,1
10659,0.5,0.4,0.7616822429906541,0.49999999999999994,0.06666666666666667,0.009349890430971508,1
5809,1.0,0.6000000000000001,0.3878504672897196,0.16666666666666669,0.1,0.7031409788166545,0
9230,1.0,0.6000000000000001,0.7336448598130841,0.0,0.03333333333333334,0.5624543462381301,0
4932,0.0,0.6000000000000001,0.7943925233644858,0.16666666666666669,0.15,0.7095690284879475,0
10185,1.0,0.8,0.9018691588785047,0.49999999999999994,0.15,0.08853177501826151,1
10370,1.0,0.4,0.7616822429906541,0.16666666666666669,0.13333333333333333,0.6058436815193572,1
6321,1.0,0.4,0.5233644859813084,0.0,0.05,0.5501826150474799,1
5162,1.0,0.2,0.8271028037383178,0.0,0.1,0.6559532505478451,0
2312,0.5,0.4,0.4112149532710281,0.16666666666666669,0.43333333333333335,0.43330898466033596,1
8618,0.5,0.0,0.7570093457943924,0.49999999999999994,0.13333333333333333,0.07991234477720963,1
373,1.0,0.6000000000000001,0.1869158878504673,0.16666666666666669,0.3,0.06121256391526661,1
30,1.0,0.2,0.7943925233644858,0.0,0.6166666666666666,0.254200146092038,1
8280,1.0,0.6000000000000001,0.7943925233644858,0.16666666666666669,0.016666666666666666,0.6222059897735573,1
10431,1.0,0.4,0.28037383177570097,0.16666666666666669,0.06666666666666667,0.5763330898466034,1
1932,0.0,0.4,0.31775700934579443,0.0,0.7,0.14243973703433163,1
8129,1.0,0.4,0.03738317757009346,0.3333333333333333,0.08333333333333334,0.485317750182615,1
3872,1.0,0.4,0.49065420560747663,0.16666666666666669,0.1,0.7254930606281957,1
3802,1.0,0.4,0.6728971962616822,0.3333333333333333,0.1,0.716435354273192,1
1602,1.0,0.8,0.677570093457944,0.6666666666666667,0.9999999999999999,0.26369612856099345,1
7887,1.0,0.4,0.19158878504672894,0.16666666666666669,0.13333333333333333,0.5865595325054784,0
4954,1.0,0.4,0.5373831775700935,0.16666666666666669,0.06666666666666667,0.5567567567567567,0
2998,0.5,0.6000000000000001,0.8177570093457943,0.3333333333333333,0.05,0.25084002921840753,1
5792,1.0,0.6000000000000001,0.6728971962616822,0.49999999999999994,0.0,0.029072315558802048,0
354,1.0,0.2,0.16822429906542058,0.16666666666666669,0.9166666666666666,0.04411979547114683,1
3785,1.0,0.6000000000000001,0.4112149532710281,0.16666666666666669,0.06666666666666667,0.5907962016070124,0
8924,1.0,0.8,0.9859813084112149,0.3333333333333333,0.03333333333333334,0.14258582907231557,0
932,0.5,0.2,0.6822429906542057,0.16666666666666669,0.03333333333333334,0.18509861212563913,1
4614,1.0,0.8,0.07476635514018692,0.3333333333333333,0.13333333333333333,0.4388604821037253,1
2849,1.0,0.0,0.37850467289719625,0.49999999999999994,0.5833333333333333,0.0362308254200146,1
1514,0.0,0.2,0.677570093457944,0.16666666666666669,0.9833333333333333,0.4267348429510591,1
7960,0.0,0.8,0.7663551401869159,0.49999999999999994,0.03333333333333334,0.06325785244704163,0
5310,1.0,0.0,0.5747663551401868,0.3333333333333333,0.1,0.6679327976625273,1
6339,1.0,0.2,0.6682242990654205,0.0,0.016666666666666666,0.6948137326515704,1
2058,0.0,0.6000000000000001,0.5560747663551401,0.0,0.7499999999999999,0.42965668371073773,1
1389,1.0,0.6000000000000001,0.3317757009345794,0.16666666666666669,0.8333333333333333,0.08356464572680788,1
172,1.0,0.2,0.2429906542056075,0.16666666666666669,0.9166666666666666,0.0802045288531775,1
9343,1.0,0.0,0.5981308411214953,0.0,0.11666666666666667,0.5482834185536888,0
2144,1.0,0.2,0.6588785046728972,0.16666666666666669,0.8999999999999999,0.2118334550766983,1
1251,1.0,0.2,0.7383177570093459,0.16666666666666669,0.08333333333333334,0.3644996347699051,1
9393,1.0,0.2,0.3551401869158879,0.16666666666666669,0.06666666666666667,0.6859021183345507,1
8576,1.0,0.4,0.5981308411214953,0.0,0.08333333333333334,0.5044558071585099,1
7636,1.0,0.2,0.30841121495327106,0.3333333333333333,0.15,0.4724616508400292,0
6373,1.0,0.2,0.514018691588785,0.16666666666666669,0.08333333333333334,0.5287070854638423,1
2353,1.0,0.2,0.7850467289719626,0.16666666666666669,0.7,0.35617238860482103,1
3577,0.0,0.4,0.028037383177570097,0.16666666666666669,0.03333333333333334,0.46428049671292915,0
9168,0.5,0.4,0.7663551401869159,0.49999999999999994,0.11666666666666667,0.11029948867786707,0
1138,1.0,0.6000000000000001,0.28971962616822433,0.16666666666666669,0.7666666666666666,0.03579254930606282,1
9528,1.0,0.6000000000000001,0.8271028037383178,0.0,0.0,0.585390796201607,1
1322,1.0,0.0,0.21028037383177567,0.0,0.45,0.09101533966398831,1
8229,0.0,0.4,0.8691588785046728,0.3333333333333333,0.06666666666666667,0.645872899926954,1
5398,1.0,0.4,0.8551401869158878,0.6666666666666667,0.016666666666666666,0.6433893352812272,0
9316,0.0,0.4,0.3738317757009346,0.0,0.0,0.4607742878013148,0
8276,1.0,0.4,0.6962616822429907,0.16666666666666669,0.06666666666666667,0.6172388604821037,0
8458,1.0,0.4,0.5186915887850467,0.16666666666666669,0.1,0.47027027027027024,1
8527,1.0,0.4,0.5981308411214953,0.0,0.11666666666666667,0.7114682249817385,0
6905,1.0,0.8,0.9813084112149532,0.3333333333333333,0.06666666666666667,0.037983929875821776,1
9779,1.0,0.6000000000000001,0.7242990654205607,0.0,0.03333333333333334,0.5463842220598978,1
8826,1.0,0.6000000000000001,0.7990654205607476,0.6666666666666667,0.11666666666666667,0.061358655953250546,1
510,1.0,0.2,0.4859813084112149,0.16666666666666669,0.7499999999999999,0.38582907231555885,1
9754,1.0,0.4,0.21962616822429903,0.16666666666666669,0.016666666666666666,0.6260043827611396,1
409,0.0,0.0,0.3271028037383178,0.16666666666666669,0.03333333333333334,0.1214024835646457,1
3141,0.5,0.8,0.26635514018691586,0.49999999999999994,0.0,0.5253469685902118,1
3681,0.5,0.4,0.42056074766355145,0.16666666666666669,0.08333333333333334,0.514682249817385,0
